X,Y,RECSTAT,RECLINE
670607.065,2577080.031,534,506
670617.065,2577080.031,536,506
670627.065,2577080.031,538,506
670637.065,2577080.031,540,506
670647.065,2577080.031,542,506
670657.065,2577080.031,544,506
670667.065,2577080.031,546,506
670677.065,2577080.031,548,506
670687.065,2577080.031,550,506
670697.065,2577080.031,552,506
670707.065,2577080.031,554,506
670717.065,2577080.031,556,506
670727.065,2577080.031,558,506
670737.065,2577080.031,560,506
670747.065,2577080.031,562,506
670757.065,2577080.031,564,506
670767.065,2577080.031,566,506
670777.065,2577080.031,568,506
670787.065,2577080.031,570,506
670797.065,2577080.031,572,506
670807.065,2577080.031,574,506
670817.065,2577080.031,576,506
670827.065,2577080.031,578,506
670837.065,2577080.031,580,506
670847.065,2577080.031,582,506
670857.065,2577080.031,584,506
670867.065,2577080.031,586,506
670877.065,2577080.031,588,506
670887.065,2577080.031,590,506
670897.065,2577080.031,592,506
670907.065,2577080.031,594,506
670917.065,2577080.031,596,506
670927.065,2577080.031,598,506
670937.065,2577080.031,600,506
670947.065,2577080.031,602,506
670957.065,2577080.031,604,506
670967.065,2577080.031,606,506
670977.065,2577080.031,608,506
670987.065,2577080.031,610,506
670997.065,2577080.031,612,506
671007.065,2577080.031,614,506
671017.065,2577080.031,616,506
671027.065,2577080.031,618,506
671037.065,2577080.031,620,506
671047.065,2577080.031,622,506
671057.065,2577080.031,624,506
671067.065,2577080.031,626,506
671077.065,2577080.031,628,506
671087.065,2577080.031,630,506
671097.065,2577080.031,632,506
671107.065,2577080.031,634,506
671117.065,2577080.031,636,506
671127.065,2577080.031,638,506
671137.065,2577080.031,640,506
671147.065,2577080.031,642,506
671157.065,2577080.031,644,506
671167.065,2577080.031,646,506
671177.065,2577080.031,648,506
671187.065,2577080.031,650,506
671197.065,2577080.031,652,506
671207.065,2577080.031,654,506
671217.065,2577080.031,656,506
671227.065,2577080.031,658,506
671237.065,2577080.031,660,506
671247.065,2577080.031,662,506
671257.065,2577080.031,664,506
671267.065,2577080.031,666,506
671277.065,2577080.031,668,506
671287.065,2577080.031,670,506
671297.065,2577080.031,672,506
671307.065,2577080.031,674,506
671317.065,2577080.031,676,506
671327.065,2577080.031,678,506
671337.065,2577080.031,680,506
671347.065,2577080.031,682,506
671357.065,2577080.031,684,506
671367.065,2577080.031,686,506
671377.065,2577080.031,688,506
671387.065,2577080.031,690,506
671397.065,2577080.031,692,506
671407.065,2577080.031,694,506
671417.065,2577080.031,696,506
671427.065,2577080.031,698,506
671437.065,2577080.031,700,506
671447.065,2577080.031,702,506
671457.065,2577080.031,704,506
671467.065,2577080.031,706,506
671477.065,2577080.031,708,506
671487.065,2577080.031,710,506
671497.065,2577080.031,712,506
669507.065,2577070.031,314,504
669517.065,2577070.031,316,504
669527.065,2577070.031,318,504
669537.065,2577070.031,320,504
669547.065,2577070.031,322,504
669557.065,2577070.031,324,504
669567.065,2577070.031,326,504
669577.065,2577070.031,328,504
669587.065,2577070.031,330,504
669597.065,2577070.031,332,504
669607.065,2577070.031,334,504
669617.065,2577070.031,336,504
669627.065,2577070.031,338,504
669637.065,2577070.031,340,504
669647.065,2577070.031,342,504
669657.065,2577070.031,344,504
669667.065,2577070.031,346,504
669677.065,2577070.031,348,504
669687.065,2577070.031,350,504
669697.065,2577070.031,352,504
669707.065,2577070.031,354,504
669717.065,2577070.031,356,504
669727.065,2577070.031,358,504
669737.065,2577070.031,360,504
669747.065,2577070.031,362,504
669757.065,2577070.031,364,504
669767.065,2577070.031,366,504
669777.065,2577070.031,368,504
669787.065,2577070.031,370,504
669797.065,2577070.031,372,504
669807.065,2577070.031,374,504
669817.065,2577070.031,376,504
669827.065,2577070.031,378,504
669837.065,2577070.031,380,504
669847.065,2577070.031,382,504
669857.065,2577070.031,384,504
669867.065,2577070.031,386,504
669877.065,2577070.031,388,504
669887.065,2577070.031,390,504
669897.065,2577070.031,392,504
669907.065,2577070.031,394,504
669917.065,2577070.031,396,504
669927.065,2577070.031,398,504
669937.065,2577070.031,400,504
669947.065,2577070.031,402,504
669957.065,2577070.031,404,504
669967.065,2577070.031,406,504
669977.065,2577070.031,408,504
669987.065,2577070.031,410,504
669997.065,2577070.031,412,504
670007.065,2577070.031,414,504
670017.065,2577070.031,416,504
670027.065,2577070.031,418,504
670037.065,2577070.031,420,504
670047.065,2577070.031,422,504
670057.065,2577070.031,424,504
670067.065,2577070.031,426,504
670077.065,2577070.031,428,504
670087.065,2577070.031,430,504
670097.065,2577070.031,432,504
670107.065,2577070.031,434,504
670117.065,2577070.031,436,504
670127.065,2577070.031,438,504
670137.065,2577070.031,440,504
670147.065,2577070.031,442,504
670157.065,2577070.031,444,504
670167.065,2577070.031,446,504
670177.065,2577070.031,448,504
670187.065,2577070.031,450,504
670197.065,2577070.031,452,504
670207.065,2577070.031,454,504
670217.065,2577070.031,456,504
670227.065,2577070.031,458,504
670237.065,2577070.031,460,504
670247.065,2577070.031,462,504
670257.065,2577070.031,464,504
670267.065,2577070.031,466,504
670277.065,2577070.031,468,504
670287.065,2577070.031,470,504
670297.065,2577070.031,472,504
670307.065,2577070.031,474,504
670317.065,2577070.031,476,504
670327.065,2577070.031,478,504
670337.065,2577070.031,480,504
670347.065,2577070.031,482,504
670357.065,2577070.031,484,504
670367.065,2577070.031,486,504
670377.065,2577070.031,488,504
670387.065,2577070.031,490,504
670397.065,2577070.031,492,504
670407.065,2577070.031,494,504
670417.065,2577070.031,496,504
670427.065,2577070.031,498,504
670437.065,2577070.031,500,504
670447.065,2577070.031,502,504
670457.065,2577070.031,504,504
670467.065,2577070.031,506,504
670477.065,2577070.031,508,504
670487.065,2577070.031,510,504
670497.065,2577070.031,512,504
670507.065,2577070.031,514,504
670517.065,2577070.031,516,504
670527.065,2577070.031,518,504
670537.065,2577070.031,520,504
670547.065,2577070.031,522,504
670557.065,2577070.031,524,504
670567.065,2577070.031,526,504
670577.065,2577070.031,528,504
670587.065,2577070.031,530,504
670597.065,2577070.031,532,504
670607.065,2577070.031,534,504
670617.065,2577070.031,536,504
670627.065,2577070.031,538,504
670637.065,2577070.031,540,504
670647.065,2577070.031,542,504
670657.065,2577070.031,544,504
670667.065,2577070.031,546,504
670677.065,2577070.031,548,504
670687.065,2577070.031,550,504
670697.065,2577070.031,552,504
670707.065,2577070.031,554,504
670717.065,2577070.031,556,504
670727.065,2577070.031,558,504
670737.065,2577070.031,560,504
670747.065,2577070.031,562,504
670757.065,2577070.031,564,504
670767.065,2577070.031,566,504
670777.065,2577070.031,568,504
670787.065,2577070.031,570,504
670797.065,2577070.031,572,504
670807.065,2577070.031,574,504
670817.065,2577070.031,576,504
670827.065,2577070.031,578,504
670837.065,2577070.031,580,504
670847.065,2577070.031,582,504
670857.065,2577070.031,584,504
670867.065,2577070.031,586,504
670877.065,2577070.031,588,504
670887.065,2577070.031,590,504
670897.065,2577070.031,592,504
670907.065,2577070.031,594,504
670917.065,2577070.031,596,504
670927.065,2577070.031,598,504
670937.065,2577070.031,600,504
670947.065,2577070.031,602,504
670957.065,2577070.031,604,504
670967.065,2577070.031,606,504
670977.065,2577070.031,608,504
670987.065,2577070.031,610,504
670997.065,2577070.031,612,504
671007.065,2577070.031,614,504
671017.065,2577070.031,616,504
671027.065,2577070.031,618,504
671037.065,2577070.031,620,504
671047.065,2577070.031,622,504
671057.065,2577070.031,624,504
671067.065,2577070.031,626,504
671077.065,2577070.031,628,504
671087.065,2577070.031,630,504
671097.065,2577070.031,632,504
671107.065,2577070.031,634,504
671117.065,2577070.031,636,504
671127.065,2577070.031,638,504
671137.065,2577070.031,640,504
671147.065,2577070.031,642,504
671157.065,2577070.031,644,504
671167.065,2577070.031,646,504
671177.065,2577070.031,648,504
671187.065,2577070.031,650,504
671197.065,2577070.031,652,504
671207.065,2577070.031,654,504
671217.065,2577070.031,656,504
671227.065,2577070.031,658,504
671237.065,2577070.031,660,504
671247.065,2577070.031,662,504
671257.065,2577070.031,664,504
671267.065,2577070.031,666,504
671277.065,2577070.031,668,504
671287.065,2577070.031,670,504
671297.065,2577070.031,672,504
671307.065,2577070.031,674,504
671317.065,2577070.031,676,504
671327.065,2577070.031,678,504
671337.065,2577070.031,680,504
671347.065,2577070.031,682,504
671357.065,2577070.031,684,504
671367.065,2577070.031,686,504
671377.065,2577070.031,688,504
671387.065,2577070.031,690,504
671397.065,2577070.031,692,504
671407.065,2577070.031,694,504
671417.065,2577070.031,696,504
671427.065,2577070.031,698,504
671437.065,2577070.031,700,504
671447.065,2577070.031,702,504
671457.065,2577070.031,704,504
671467.065,2577070.031,706,504
671477.065,2577070.031,708,504
671487.065,2577070.031,710,504
671497.065,2577070.031,712,504
669507.065,2577060.031,314,502
669517.065,2577060.031,316,502
669527.065,2577060.031,318,502
669537.065,2577060.031,320,502
669547.065,2577060.031,322,502
669557.065,2577060.031,324,502
669567.065,2577060.031,326,502
669577.065,2577060.031,328,502
669587.065,2577060.031,330,502
669597.065,2577060.031,332,502
669607.065,2577060.031,334,502
669617.065,2577060.031,336,502
669627.065,2577060.031,338,502
669637.065,2577060.031,340,502
669647.065,2577060.031,342,502
669657.065,2577060.031,344,502
669667.065,2577060.031,346,502
669677.065,2577060.031,348,502
669687.065,2577060.031,350,502
669697.065,2577060.031,352,502
669707.065,2577060.031,354,502
669717.065,2577060.031,356,502
669727.065,2577060.031,358,502
669737.065,2577060.031,360,502
669747.065,2577060.031,362,502
669757.065,2577060.031,364,502
669767.065,2577060.031,366,502
669777.065,2577060.031,368,502
669787.065,2577060.031,370,502
669797.065,2577060.031,372,502
669807.065,2577060.031,374,502
669817.065,2577060.031,376,502
669827.065,2577060.031,378,502
669837.065,2577060.031,380,502
669847.065,2577060.031,382,502
669857.065,2577060.031,384,502
669867.065,2577060.031,386,502
669877.065,2577060.031,388,502
669887.065,2577060.031,390,502
669897.065,2577060.031,392,502
669907.065,2577060.031,394,502
669917.065,2577060.031,396,502
669927.065,2577060.031,398,502
669937.065,2577060.031,400,502
669947.065,2577060.031,402,502
669957.065,2577060.031,404,502
669967.065,2577060.031,406,502
669977.065,2577060.031,408,502
669987.065,2577060.031,410,502
669997.065,2577060.031,412,502
670007.065,2577060.031,414,502
670017.065,2577060.031,416,502
670027.065,2577060.031,418,502
670037.065,2577060.031,420,502
670047.065,2577060.031,422,502
670057.065,2577060.031,424,502
670067.065,2577060.031,426,502
670077.065,2577060.031,428,502
670087.065,2577060.031,430,502
670097.065,2577060.031,432,502
670107.065,2577060.031,434,502
670117.065,2577060.031,436,502
670127.065,2577060.031,438,502
670137.065,2577060.031,440,502
670147.065,2577060.031,442,502
670157.065,2577060.031,444,502
670167.065,2577060.031,446,502
670177.065,2577060.031,448,502
670187.065,2577060.031,450,502
670197.065,2577060.031,452,502
670207.065,2577060.031,454,502
670217.065,2577060.031,456,502
670227.065,2577060.031,458,502
670237.065,2577060.031,460,502
670247.065,2577060.031,462,502
670257.065,2577060.031,464,502
670267.065,2577060.031,466,502
670277.065,2577060.031,468,502
670287.065,2577060.031,470,502
670297.065,2577060.031,472,502
670307.065,2577060.031,474,502
670317.065,2577060.031,476,502
670327.065,2577060.031,478,502
670337.065,2577060.031,480,502
670347.065,2577060.031,482,502
670357.065,2577060.031,484,502
670367.065,2577060.031,486,502
670377.065,2577060.031,488,502
670387.065,2577060.031,490,502
670397.065,2577060.031,492,502
670407.065,2577060.031,494,502
670417.065,2577060.031,496,502
670427.065,2577060.031,498,502
670437.065,2577060.031,500,502
670447.065,2577060.031,502,502
670457.065,2577060.031,504,502
670467.065,2577060.031,506,502
670477.065,2577060.031,508,502
670487.065,2577060.031,510,502
670497.065,2577060.031,512,502
670507.065,2577060.031,514,502
670517.065,2577060.031,516,502
670527.065,2577060.031,518,502
670537.065,2577060.031,520,502
670547.065,2577060.031,522,502
670557.065,2577060.031,524,502
670567.065,2577060.031,526,502
670577.065,2577060.031,528,502
670587.065,2577060.031,530,502
670597.065,2577060.031,532,502
670607.065,2577060.031,534,502
670617.065,2577060.031,536,502
670627.065,2577060.031,538,502
670637.065,2577060.031,540,502
670647.065,2577060.031,542,502
670657.065,2577060.031,544,502
670667.065,2577060.031,546,502
670677.065,2577060.031,548,502
670687.065,2577060.031,550,502
670697.065,2577060.031,552,502
670707.065,2577060.031,554,502
670717.065,2577060.031,556,502
670727.065,2577060.031,558,502
670737.065,2577060.031,560,502
670747.065,2577060.031,562,502
670757.065,2577060.031,564,502
670767.065,2577060.031,566,502
670777.065,2577060.031,568,502
670787.065,2577060.031,570,502
670797.065,2577060.031,572,502
670807.065,2577060.031,574,502
670817.065,2577060.031,576,502
670827.065,2577060.031,578,502
670837.065,2577060.031,580,502
670847.065,2577060.031,582,502
670857.065,2577060.031,584,502
670867.065,2577060.031,586,502
670877.065,2577060.031,588,502
670887.065,2577060.031,590,502
670897.065,2577060.031,592,502
670907.065,2577060.031,594,502
670917.065,2577060.031,596,502
670927.065,2577060.031,598,502
670937.065,2577060.031,600,502
670947.065,2577060.031,602,502
670957.065,2577060.031,604,502
670967.065,2577060.031,606,502
670977.065,2577060.031,608,502
670987.065,2577060.031,610,502
670997.065,2577060.031,612,502
671007.065,2577060.031,614,502
671017.065,2577060.031,616,502
671027.065,2577060.031,618,502
671037.065,2577060.031,620,502
671047.065,2577060.031,622,502
671057.065,2577060.031,624,502
671067.065,2577060.031,626,502
671077.065,2577060.031,628,502
671087.065,2577060.031,630,502
671097.065,2577060.031,632,502
671107.065,2577060.031,634,502
671117.065,2577060.031,636,502
671127.065,2577060.031,638,502
671137.065,2577060.031,640,502
671147.065,2577060.031,642,502
671157.065,2577060.031,644,502
671167.065,2577060.031,646,502
671177.065,2577060.031,648,502
671187.065,2577060.031,650,502
671197.065,2577060.031,652,502
671207.065,2577060.031,654,502
671217.065,2577060.031,656,502
671227.065,2577060.031,658,502
671237.065,2577060.031,660,502
671247.065,2577060.031,662,502
671257.065,2577060.031,664,502
671267.065,2577060.031,666,502
671277.065,2577060.031,668,502
671287.065,2577060.031,670,502
671297.065,2577060.031,672,502
671307.065,2577060.031,674,502
671317.065,2577060.031,676,502
671327.065,2577060.031,678,502
671337.065,2577060.031,680,502
671347.065,2577060.031,682,502
671357.065,2577060.031,684,502
671367.065,2577060.031,686,502
671377.065,2577060.031,688,502
671387.065,2577060.031,690,502
671397.065,2577060.031,692,502
671407.065,2577060.031,694,502
671417.065,2577060.031,696,502
671427.065,2577060.031,698,502
671437.065,2577060.031,700,502
671447.065,2577060.031,702,502
671457.065,2577060.031,704,502
671467.065,2577060.031,706,502
671477.065,2577060.031,708,502
671487.065,2577060.031,710,502
671497.065,2577060.031,712,502
669507.065,2577050.031,314,500
669517.065,2577050.031,316,500
669527.065,2577050.031,318,500
669537.065,2577050.031,320,500
669547.065,2577050.031,322,500
669557.065,2577050.031,324,500
669567.065,2577050.031,326,500
669577.065,2577050.031,328,500
669587.065,2577050.031,330,500
669597.065,2577050.031,332,500
669607.065,2577050.031,334,500
669617.065,2577050.031,336,500
669627.065,2577050.031,338,500
669637.065,2577050.031,340,500
669647.065,2577050.031,342,500
669657.065,2577050.031,344,500
669667.065,2577050.031,346,500
669677.065,2577050.031,348,500
669687.065,2577050.031,350,500
669697.065,2577050.031,352,500
669707.065,2577050.031,354,500
669717.065,2577050.031,356,500
669727.065,2577050.031,358,500
669737.065,2577050.031,360,500
669747.065,2577050.031,362,500
669757.065,2577050.031,364,500
669767.065,2577050.031,366,500
669777.065,2577050.031,368,500
669787.065,2577050.031,370,500
669797.065,2577050.031,372,500
669807.065,2577050.031,374,500
669817.065,2577050.031,376,500
669827.065,2577050.031,378,500
669837.065,2577050.031,380,500
669847.065,2577050.031,382,500
669857.065,2577050.031,384,500
669867.065,2577050.031,386,500
669877.065,2577050.031,388,500
669887.065,2577050.031,390,500
669897.065,2577050.031,392,500
669907.065,2577050.031,394,500
669917.065,2577050.031,396,500
669927.065,2577050.031,398,500
669937.065,2577050.031,400,500
669947.065,2577050.031,402,500
669957.065,2577050.031,404,500
669967.065,2577050.031,406,500
669977.065,2577050.031,408,500
669987.065,2577050.031,410,500
669997.065,2577050.031,412,500
670007.065,2577050.031,414,500
670017.065,2577050.031,416,500
670027.065,2577050.031,418,500
670037.065,2577050.031,420,500
670047.065,2577050.031,422,500
670057.065,2577050.031,424,500
670067.065,2577050.031,426,500
670077.065,2577050.031,428,500
670087.065,2577050.031,430,500
670097.065,2577050.031,432,500
670107.065,2577050.031,434,500
670117.065,2577050.031,436,500
670127.065,2577050.031,438,500
670137.065,2577050.031,440,500
670147.065,2577050.031,442,500
670157.065,2577050.031,444,500
670167.065,2577050.031,446,500
670177.065,2577050.031,448,500
670187.065,2577050.031,450,500
670197.065,2577050.031,452,500
670207.065,2577050.031,454,500
670217.065,2577050.031,456,500
670227.065,2577050.031,458,500
670237.065,2577050.031,460,500
670247.065,2577050.031,462,500
670257.065,2577050.031,464,500
670267.065,2577050.031,466,500
670277.065,2577050.031,468,500
670287.065,2577050.031,470,500
670297.065,2577050.031,472,500
670307.065,2577050.031,474,500
670317.065,2577050.031,476,500
670327.065,2577050.031,478,500
670337.065,2577050.031,480,500
670347.065,2577050.031,482,500
670357.065,2577050.031,484,500
670367.065,2577050.031,486,500
670377.065,2577050.031,488,500
670387.065,2577050.031,490,500
670397.065,2577050.031,492,500
670407.065,2577050.031,494,500
670417.065,2577050.031,496,500
670427.065,2577050.031,498,500
670437.065,2577050.031,500,500
670447.065,2577050.031,502,500
670457.065,2577050.031,504,500
670467.065,2577050.031,506,500
670477.065,2577050.031,508,500
670487.065,2577050.031,510,500
670497.065,2577050.031,512,500
670507.065,2577050.031,514,500
670517.065,2577050.031,516,500
670527.065,2577050.031,518,500
670537.065,2577050.031,520,500
670547.065,2577050.031,522,500
670557.065,2577050.031,524,500
670567.065,2577050.031,526,500
670577.065,2577050.031,528,500
670587.065,2577050.031,530,500
670597.065,2577050.031,532,500
670607.065,2577050.031,534,500
670617.065,2577050.031,536,500
670627.065,2577050.031,538,500
670637.065,2577050.031,540,500
670647.065,2577050.031,542,500
670657.065,2577050.031,544,500
670667.065,2577050.031,546,500
670677.065,2577050.031,548,500
670687.065,2577050.031,550,500
670697.065,2577050.031,552,500
670707.065,2577050.031,554,500
670717.065,2577050.031,556,500
670727.065,2577050.031,558,500
670737.065,2577050.031,560,500
670747.065,2577050.031,562,500
670757.065,2577050.031,564,500
670767.065,2577050.031,566,500
670777.065,2577050.031,568,500
670787.065,2577050.031,570,500
670797.065,2577050.031,572,500
